ORDEN,Nombre de la empresa extranjera,Empresa,Nombre limpio viejo,Nombre del agente/representante cubano, , .1,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI,Objetos
677.0,"COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-11-15 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-264-O16,320/2017,2018-04-27 00:00:00,GOC-2018-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o16_0.rar,https://drive.google.com/file/d/1tpBBFg3ucAxJtv0wDp_mDTu7h3kfhQvj/view?usp=sharing,"['40', '73', '76', '84', '85', '40', '73', '76', '84', '85', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
1345.0,"COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.",,,,Sociedad,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2014-11-27 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,311 de 2014,2015-01-16 00:00:00,GOC-2015-O-2,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_2_2015.pdf,https://drive.google.com/file/d/1oUKsRsDWDpv4r7Xh3A3eixPdEEhYWhVL/view?usp=sharing,"['40', '73', '76', '84', '85', '40', '73', '76', '84', '85', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
2393.0,"COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2011-11-03 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,385 de 2011,2011-11-25 00:00:00,GOC-2011-O-39,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_039_2011.pdf,https://drive.google.com/file/d/1sxtrrWlh44NgGIVsErsSy0_Ez8iVcQVz/view?usp=sharing,"['40', '73', '76', '84', '85', '40', '73', '76', '84', '85', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
59.0,"PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades con el enlace y seguimiento a los proyectos que desarrollan con instituciones biotecnológicas cubanas.,No,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-260-O28,41/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,
871.0,"PRAXIS PHARMACEUTICAL, S.A. ","PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A. ",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades relacionadas con el enlace y seguimiento a los proyectos que desarrollan con instituciones biotecnológicas cubanas.,No,Renovación,Aprobado,N.A.,2018-07-04 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-1127-O59,210/2018,2018-12-20 00:00:00,GOC-2018-O-59,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o59.pdf,https://drive.google.com/file/d/1WD8S-NWcJEIvQFxnmGMRXuDn1dpIyhpe/view?usp=sharing,
1418.0,"PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.",,,,Sociedad,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades relacionadas con el enlace y seguimiento a los proyectos que desarrollan con instituciones biotecnológicas cubanas.,No,Renovación,Aprobado,N.A.,2015-02-24 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,51/2015,2015-04-07 00:00:00,GOC-2015-O-13,https://www.gacetaoficial.gob.cu/sites/default/files/go_ord_no._13_0.pdf,https://drive.google.com/file/d/1DNVKu-051pIAxUZSGvYiuIBqa3Mu6Zc4/view?usp=sharing,
2447.0,"PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.","PRAXIS PHARMACEUTICAL, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades relacionadas con el enlace y seguimiento a los proyectos que desarrollan con instituciones biotecnológicas cubanas.,No,Inscripción,Aprobado,N.A.,2009-12-09 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,375 de 2009,2010-01-26 00:00:00,GOC-2010-O-2,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_002_2010.pdf,https://drive.google.com/file/d/1jAAbuDSo2WQdwzLY_cKc3wnerZcGGPp-/view?usp=sharing,
60.0,TECNECO N.V.,"TECNECO, N.V.",TECNECO N.V.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Curazao,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-261-O28,42/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['39', '40', '68', '70', '72', '73', '74', '75', '76', '78', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
749.0,TECNECO N.V.,"TECNECO, N.V.",TECNECO N.V.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Curazao,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2018-02-13 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-544-O27,54/2018,2018-08-29 00:00:00,GOC-2018-O-27,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o27.pdf,https://drive.google.com/file/d/1oKcX0Tknz9brKtQ5N_wMXDV5pPtBhOnO/view?usp=sharing,"['39', '40', '68', '70', '72', '73', '74', '75', '76', '78', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
1420.0,TECNECO N.V.,"TECNECO, N.V.",TECNECO N.V.,,,,Compañía,Respuesta a solicitud de inscripción,,Antillas Holandesas,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2015-03-02 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,56/2015,2015-04-07 00:00:00,GOC-2015-O-13,https://www.gacetaoficial.gob.cu/sites/default/files/go_ord_no._13_0.pdf,https://drive.google.com/file/d/1DNVKu-051pIAxUZSGvYiuIBqa3Mu6Zc4/view?usp=sharing,"['39', '40', '68', '70', '72', '73', '74', '75', '76', '78', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
2021.0,"TECNECO, N.V.","TECNECO, N.V.","TECNECO, N.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Antillas Holandesas,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-02-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,30 de 2012,2012-03-15 00:00:00,GOC-2012-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_007_2012.pdf,https://drive.google.com/file/d/1b3fPMhvTwoxOIC14a9dKeToBYpgOU8ph/view?usp=sharing,"['39', '40', '68', '70', '72', '73', '74', '75', '76', '78', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
61.0,"PRODUCTOS ROCHER (NICARAGUA), S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHER (NICARAGUA), S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Nicaragua,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-262-O28,43/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['29', '30', '32', '33', '38', '90', '29', '30', '32', '33', '38', '90']"
701.0,"PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Nicaragua,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-12-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-329-O20,683/2017,2018-05-25 00:00:00,GOC-2018-O-20,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o20.pdf,https://drive.google.com/file/d/19HjOkGxeLhWrsm5Abnztz77Ldt7IF4j1/view?usp=sharing,"['29', '30', '32', '33', '38', '90', '29', '30', '32', '33', '38', '90']"
1362.0,"PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.",,,,Entidad,Respuesta a solicitud de inscripción,,Nicaragua,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,2015-01-07 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,3 de 2015,2015-02-17 00:00:00,GOC-2015-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_7_2015.pdf,https://drive.google.com/file/d/1VB0SH7B7xhOYg8rbjtc1GBBZymqNPNpz/view?usp=sharing,"['29', '30', '32', '33', '38', '90', '29', '30', '32', '33', '38', '90']"
2430.0,"PRODUCTOS ROCHE, (NICARAGUA) S.A.","PRODUCTOS ROCHE (NICARAGUA), S.A.","PRODUCTOS ROCHE, (NICARAGUA) S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Nicaragua,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2011-12-28 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,443 de 2011,2011-12-29 00:00:00,GOC-2011-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2011.pdf,https://drive.google.com/file/d/1nX-mRzcJCnvn4MNjaM_RXRjIJF_i9QgG/view?usp=sharing,"['29', '30', '32', '33', '38', '90', '29', '30', '32', '33', '38', '90']"
62.0,ATAKA & CO. LTD.,"ATAKA & CO., LTD.",ATAKA & CO. LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-263-O28,44/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,
685.0,ATAKA & CO. LTD.,"ATAKA & CO., LTD.",ATAKA & CO. LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-11-29 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-312-O18,663/2017,2018-05-25 00:00:00,GOC-2018-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o18_0.rar,https://drive.google.com/file/d/1f8sillp17o1XQL_iyMSqxMLrH6TuD_ND/view?usp=sharing,
1358.0,ATAKA & CO. LTD.,"ATAKA & CO., LTD.",ATAKA & CO. LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2014-12-10 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,326 de 2014,2015-02-13 00:00:00,GOC-2015-O-5,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_5_2015.pdf,https://drive.google.com/file/d/1xFIp6n48zolysH4wK8g_UnMsSRvEOfgM/view?usp=sharing,
2411.0,ATAKA & CO. LTD.,"ATAKA & CO., LTD.",ATAKA & CO. LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2011-11-24 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,404 de 2011,2011-12-06 00:00:00,GOC-2011-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_041_2011.pdf,https://drive.google.com/file/d/1wM8FqKwDF_2qDEYZH2rxo3E_RKHOGWED/view?usp=sharing,
63.0,HEMO DIAGNOSTICA-S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA-S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-264-O28,45/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['30', '38', '39', '84', '90', '94']"
621.0,HEMO DIAGNOSTICA-S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA-S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-09-26 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-73-O4,260/2017,2018-02-26 00:00:00,GOC-2018-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o4_0.rar,https://drive.google.com/file/d/10Ad4Y924B-0Fg0xbff8541TjokXJ-lA2/view?usp=sharing,"['30', '38', '39', '84', '90', '94']"
2124.0,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,2012-08-29 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,229 de 2012,2012-09-10 00:00:00,GOC-2012-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_037_2012.pdf,https://drive.google.com/file/d/145DvIZ1PZGQH-NeEeVDZyANPQPs16yAX/view?usp=sharing,"['30', '38', '39', '84', '90', '94']"
64.0,"NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Holanda,,,Sí,"Realización de actividades como armadora de buques y navieras, teniendo a su cargo la explotación de buques propios o ajenos, con las funciones que a continuación se relacionan: 
a) Armar el buque, dotarlo, equiparlo, avituallarlo, aprovisionarlo y mantenerlo en estado de navegación.
b) Administrar el buque, gestionar empleo para el mismo, suscribir los contratos para el empleo o la explotación del buque, y realizar los actos y trámites que de los mismos se deriven, directamente o a través de agentes u operadores, a los buques que operados por NIRINT SHIPPING, B.V., hagan escalas en los puertos cubanos transportando mercancías del comercio exterior de Cuba y/o trasbordos.",No,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-265-O28,46/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,
654.0,"NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Holanda,,,Sí,"realización de actividades como armadora de buques y navieras, teniendo a su cargo la explotación de buques propios o ajenos, con las funciones que a continuación se relacionan:
a) Armar el buque, dotarlo, equiparlo, avituallarlo, aprovisionarlo y mantenerlo en estado
de navegabilidad.
b) Administrar el buque, gestionar empleo para el mismo, suscribir los contratos para el
empleo o la explotación del buque y realizar los actos y trámites que de los mismos se deriven, directamente o a través de agentes u operadores, a los buques que, operados por NIRINT SHIPPING, B.V., hagan escalas en puertos cubanos transportando mercancías del comercio exterior de Cuba y/o trasbordos.",No,Renovación,Aprobado,N.A.,2017-10-16 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-135-O8,287/2017,2018-03-22 00:00:00,GOC-2018-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o8.rar,https://drive.google.com/file/d/1wRgXeO4ischMRwYPTdvI8Dox5jVdX98S/view?usp=sharing,
1437.0,"NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.",,,,Sociedad,Respuesta a solicitud de inscripción,,Holanda,,,Sí,"Realización de actividades como armadora de buques y navieras, teniendo a su cargo la explotación de buques propios o ajenos, con las funciones que a continuación se relacionan:
a) Armar el buque, dotarlo, equiparlo, avituallarlo, aprovisionarlo y mantenerlo en estado de navegabilidad.
b) Administrar el buque, gestionar empleo para el mismo, suscribir los contratos para el empleo o la explotación del buque y realizar los actos y trámites que de los mismos se deriven, directamente o a través de agentes u operadores, a los buques que operados por NIRINT SHIPPING, B.V., hagan escalas en puertos cubanos transportando mercancías del comercio exterior de Cuba y/o trasbordos.",No,Renovación,Aprobado,N.A.,2015-03-25 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,85/2015,2015-04-20 00:00:00,GOC-2015-O-15,https://www.gacetaoficial.gob.cu/sites/default/files/gaceta_oficial_ord_no._15_docx.pdf,https://drive.google.com/file/d/1mKfJLZgmPO-sonXqkYQEemGWslOpsn3H/view?usp=sharing,
2420.0,"NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.","NIRINT SHIPPING, B.V.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Holanda,,,Sí,"Realización de actividades como armadora de buques y navieras, teniendo a su cargo la explotación de buques propios o ajenos, con las funciones que a continuación se relacionan:
— Armar el buque, dotarlo, equiparlo, avituallarlo, apro- visionarlo y mantenerlo en estado de navegabilidad.
— Administrar el buque, gestionar empleo para el mismo, suscribir los contratos para el empleo o la explotación del buque y realizar los actos y trámites que de los mismos se deriven, directamente o a través de agentes u operadores, a los buques que operados por la firma NIRINT SHIPPING B.V., hagan escalas en puertos cubanos con- duciendo mercancías del comercio exterior de Cuba y/o trasbordos.",No,Renovación,Aprobado,N.A.,2011-12-23 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,428 de 2011,2011-12-27 00:00:00,GOC-2011-O-47,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_047_2011.pdf,https://drive.google.com/file/d/1esKSb7PIxS2fVi5saNv5NxQ3fkMgefOC/view?usp=sharing,
