ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
1277,COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),,,,Compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,4/8/2016,Antonio Luis Carricarte Corona,Ministros a.i. MINCEX,GOC-2016-777-O39,206 de 2016,12/9/2016,GOC-2016-O-39,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o39.pdf,https://drive.google.com/file/d/1BceJO8o4odD02eWZkpCF5l6Pydws7DvQ/view?usp=sharing
1892,COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),,,,Compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,2/8/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,254 de 2013,27/8/2013,GOC-2013-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_042_2013.pdf,https://drive.google.com/file/d/1iH84T604rtGegy_PH1lQWTj_lEm-Dmn3/view?usp=sharing
438,"COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,22/5/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-504-O41,136 de 2019,12/6/2019,GOC-2019-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o41.pdf,https://drive.google.com/file/d/1C6diExHjD8ap_m-j-s3Tv1JAkjTxlQAa/view?usp=sharing
1340,"COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.",,,,Sucursal de sociedad mercantil,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,28/10/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-1045-O52,301/2016,26/12/2016,GOC-2016-O-52,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o52.pdf,https://drive.google.com/file/d/1DlktGBKTdhoD9c32SjRON051bATlRiQW/view?usp=sharing
1858,"COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,10/6/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,186 de 2013,26/6/2013,GOC-2013-O-30,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_030_2013.pdf,https://drive.google.com/file/d/1xArVRJu8afXtkbVTuAcG-kUqeBM3eI5m/view?usp=sharing
1891,"COMPAÑÍA COMERCIAL FERMIGUA, S.A","COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A",,,,Compañía,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte parte integrante de la presente Resolución. Adicionalmente, podrá realizar funciones de Agente Transitario únicamente mediante empresas transitarias cubanas facultadas por la legislación vigente.",Sí,Renovación,Aprobado,N.A.,10/7/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,186 de 2013 COPIA CORREGIDA,27/8/2013,GOC-2013-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_042_2013.pdf,https://drive.google.com/file/d/1iH84T604rtGegy_PH1lQWTj_lEm-Dmn3/view?usp=sharing
2584,"COMPAÑIA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑIA COMERCIAL FERMIGUA, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Actuar como Agente Transitario, únicamente a través de las empresas transitarias cubanas facultadas por la legislación vigente, así como la realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",No,Renovación,Aprobado,N.A.,28/7/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,332 de 2010,16/8/2010,GOC-2010-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_034_2010.pdf,https://drive.google.com/file/d/1yEOdmuRYTxrq-OG9ECAyPdPAHiu2a-Np/view?usp=sharing
2644,"COMPAÑÍA COMERCIAL FERMIGUA, S.A.","COMPAÑÍA COMERCIAL FERMIGUA, S.A.",,,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,Guatemala,,,Sí,"Comercialización de látex y aditivos químicos para la industria, así como resinas sintéticas para el uso industrial en la inyección de calzado y otros productos plásticos que se obtienen mediante la inyección; y además, empaques y embalajes en general, sean de cartón corrugado y/o películas de polipropileno biorientado en presentaciones laminadas, con o sin impresión, etiquetas y variedad de cajas plegadizas.",No,Inscripción,Aprobado,N.A.,13/6/2022,Rodrigo Malmierca Díaz,Ministros,GOC-2022-680-O64,235/2022,22/6/2022,GOC-2022-O-64,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o64_0.pdf,https://drive.google.com/file/d/1dS9Bulia5NmIY6BEmowi5v4__hTxIQ8A/view?usp=sharing
124,"COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.","COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.","COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,15/6/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-646-O76,156/2021,8/7/2021,GOC-2021-O-76,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o76.pdf,https://drive.google.com/file/d/1D5GPTYw0fkPF6SZLo_29CrR8mQek5oDf/view?usp=sharing
820,"COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.","COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.","COMPAÑÍA DE COMERCIO EXTERIOR ALLWE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,5/6/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-841-O40,192/2018,5/12/2018,GOC-2018-O-40,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o40.pdf,https://drive.google.com/file/d/1nkbhW3eIvt-rnz6YZ5o7dO2xWYXJLJ2g/view?usp=sharing
8,"COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L.","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L. (CESYTA)","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L.",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,11/12/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-83-O6,405/2020,18/1/2021,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing
1120,"COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L.","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L. (CESYTA)","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,14/7/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-809-O41,212/2017,4/12/2017,GOC-2017-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-41.pdf,https://drive.google.com/file/d/13ypIQXW9udv64-VxPBGFByJ0DglNl5yD/view?usp=sharing
2137,"COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGIAS APLICADAS, S.L. (CESYTA).","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGÍAS APLICADAS, S.L. (CESYTA)","COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGIAS APLICADAS, S.L. (CESYTA).",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,17/9/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,264 de 2012,3/10/2012,GOC-2012-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_042_2012.pdf,https://drive.google.com/file/d/17470sGnR_153epHrOrdpbaXjlU8EotuB/view?usp=sharing
1389,"COMPAÑIA ELABORADORA DE CAUCHO COECA, S.A.","COMPAÑIA ELABORADORA DE CAUCHO COECA, S.A.","COMPAÑIA ELABORADORA DE CAUCHO COECA, S.A.",,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Producción y comercialización de productos de caucho, plástico, poliuretano y sus derivados; así como medios de producción y utillajes.",No,Inscripción,Aprobado,N.A.,11/4/2022,Rodrigo Malmierca Díaz,Ministro,GOC-2022-502-O41,146/2022,22/4/2022,GOC-2022-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o41.pdf,https://drive.google.com/file/d/11nHSan3dDDHmK-x0fZFnzRLNTolgKzsT/view?usp=sharing
560,"COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución. ",Sí,Renovación,Aprobado,N.A.,20/11/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1075-O97,314 de 2019,5/12/2019,GOC-2019-O-97,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o97.pdf,https://drive.google.com/file/d/1qG3uCfkaRblbyIF7JiyR9bz2GEJymHEc/view?usp=sharing
941,"COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,18/11/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-102-O6,338/2016,9/2/2017,GOC-2017-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o6.pdf,https://drive.google.com/file/d/1ooUWxO30p8Hqr_Vz10Gk-06Jy0HrOynU/view?usp=sharing
1944,"COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,7/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,350 de 2013,4/11/2013,GOC-2013-O-55,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_055_2013.pdf,https://drive.google.com/file/d/12SraqcfXVxnq4xx-5Fi-QfD6iVI0R8Jz/view?usp=sharing
2623,"COMPAÑIA MERCANTIL DE LAS AMERICAS, S.A.","COMPAÑÍA MERCANTIL DE LAS AMÉRICAS, S.A.","COMPAÑIA MERCANTIL DE LAS AMERICAS, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,6/10/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,425 de 2010,12/11/2010,GOC-2010-O-47,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_047_2010.pdf,https://drive.google.com/file/d/18qMBpQw1jv-EUloWHpAN-ftOhEY391SR/view?usp=sharing
2169,"COMPAÑÍA MEXICANA DE AVIACIÓN, S.A DE C.V.","COMPAÑÍA MEXICANA DE AVIACIÓN, S.A DE C.V.","COMPAÑÍA MEXICANA DE AVIACIÓN, S.A DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,Realización de actividades comerciales relacionadas con la transportación aérea de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,17/10/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,306 de 2012,30/10/2012,GOC-2012-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2012.pdf,https://drive.google.com/file/d/1Tr8Em6nXM55_w0uYLhwz3Z2qoKSnmI2_/view?usp=sharing
39,"COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,20/1/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-145-O12,13/2021,2/2/2021,GOC-2021-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o12.pdf,https://drive.google.com/file/d/19XTItclQby4RT4X7hzibpfUlCYSqg9D0/view?usp=sharing
746,"COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,13/2/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-541-O27,51/2018,29/8/2018,GOC-2018-O-27,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o27.pdf,https://drive.google.com/file/d/1oKcX0Tknz9brKtQ5N_wMXDV5pPtBhOnO/view?usp=sharing
1398,"COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A., (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A., (COPA AIRLINES)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,23/2/2015,Antonio Luis Carricarte Corona,Ministro a.i.,N.A.,23 de 2015,9/3/2015,GOC-2015-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/ord_o_8_2015.pdf,https://drive.google.com/file/d/1hus9_Z4LgDzE172yFjzZhZAOF5MzktzK/view?usp=sharing
2428,"COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)","COMPAÑÍA PANAMEÑA DE AVIACIÓN, S.A. (COPA AIRLINES)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,26/12/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,440 de 2011,29/12/2011,GOC-2011-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2011.pdf,https://drive.google.com/file/d/1nX-mRzcJCnvn4MNjaM_RXRjIJF_i9QgG/view?usp=sharing
993,"COMPAÑÍA RIO, S.A.","COMPAÑÍA RIO, S.A.","COMPAÑÍA RIO, S.A.",,,,Sucursal de sociedad mercantil,Respuesta a solicitud de inscripción,,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,30/1/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-268-O13,20/2017,5/4/2017,GOC-2017-O-13,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o13.pdf,https://drive.google.com/file/d/1fvWAg4Nuj3eIAvVk8t1hCW45Qnxxz6VZ/view?usp=sharing
2000,"COMPAÑÍA RIO, S.A.","COMPAÑÍA RIO, S.A.","COMPAÑÍA RIO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,18/12/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,640 de 2013,31/12/2013,GOC-2013-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_068_2013.pdf,https://drive.google.com/file/d/1CEk_SkFlDg2Q_S5sT7ecne-kQBZi_PBM/view?usp=sharing
51,"COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,1/3/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-252-O28,33/2021,16/3/2021,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing
731,"COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancíasque,a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,23/1/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-459-O24,26/2018,21/6/2018,GOC-2018-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o24.pdf,https://drive.google.com/file/d/128C3RAB4rTw45JVoHAX_8btR1ufu6daM/view?usp=sharing
1351,"COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.",,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,17/12/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,340/2014,30/1/2015,GOC-2015-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_3_2015.pdf,https://drive.google.com/file/d/1_fZSjRsfXVGKcZ-C26dtYuCi8vnCMCet/view?usp=sharing
2406,"COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.","COMPAÑÍA TREBOR, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,24/11/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,399 de 2011,6/12/2011,GOC-2011-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_041_2011.pdf,https://drive.google.com/file/d/1wM8FqKwDF_2qDEYZH2rxo3E_RKHOGWED/view?usp=sharing
779,"COMPRESORES REDIN, S.A.L.","COMPRESORES REDIN, S.A.L.","COMPRESORES REDIN, S.A.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,29/3/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-688-O33,110/2018,16/11/2018,GOC-2018-O-33,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o33.pdf,https://drive.google.com/file/d/1FRM55B5GD4vw5XmCHuZCuzpe3ow7_7dx/view?usp=sharing
2183,CON-IMPEX Handelsgesellschaft mbH,CON-IMPEX HANDELSGESELLSCHAFT MBH,CON-IMPEX Handelsgesellschaft mbH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/11/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,329 de 2012,22/11/2012,GOC-2012-O-54,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_054_2012.pdf,https://drive.google.com/file/d/1voKiPsNIc91KL1ITUCqbOZizmOCnEb1J/view?usp=sharing
